t,p1,p2,p3,amplitude,angle
1.7977977977978,-15.5660791919457,-49.7669333195013,-9.66698575824018,-50,2.48133577435388
1.8018018018018,-15.2685789577137,-49.8087566374488,-9.92266120852767,-50,2.49421999135758
1.80580580580581,-14.9724334990466,-49.8464931682401,-10.1810686696428,-50,2.50711558991456
1.80980980980981,-14.6777015754467,-49.8801251505727,-10.4421671436572,-50,2.52002234330624
1.81381381381381,-14.384441814595,-49.9096357615974,-10.7059148260116,-50,2.53294002461792
1.81781781781782,-14.092712693192,-49.9350091256209,-10.9722691159722,-50,2.54586840674279
1.82182182182182,-13.8025725177882,-49.9562303224703,-11.241186627436,-50,2.5588072623859
1.82582582582583,-13.5140794056128,-49.9732853955134,-11.5126232000815,-50,2.57175636406816
1.82982982982983,-13.2272912654104,-49.9861613593288,-11.7865339108612,-50,2.58471548413035
1.83383383383383,-12.9422657782939,-49.9948462070233,-12.0628730858327,-50,2.59768439473712
1.83783783783784,-12.659060378623,-49.9993289171887,-12.3415943123214,-50,2.61066286788098
1.84184184184184,-12.3777322349179,-49.9995994604967,-12.6226504514137,-50,2.62365067538633
1.84584584584585,-12.0983382308161,-49.9956488059243,-12.9059936507731,-50,2.63664758891345
1.84984984984985,-11.8209349460823,-49.9874689266088,-13.1915753577765,-50,2.64965337996254
1.85385385385385,-11.5455786376805,-49.9750528053251,-13.4793463329639,-50,2.66266781987772
1.85785785785786,-11.2723252209165,-49.9583944395843,-13.7692566637973,-50,2.67569067985105
1.86186186186186,-11.0012302506616,-49.9374888463483,-14.061255778723,-50,2.68872173092656
1.86586586586587,-10.732348902664,-49.9123320663572,-14.3552924615315,-50,2.70176074400426
1.86986986986987,-10.4657359549598,-49.8829211680675,-14.6513148660093,-50,2.71480748984419
1.87387387387387,-10.2014457693906,-49.8492542511962,-14.9492705308769,-50,2.72786173907045
1.87787787787788,-9.9395322732371,-49.8113304498694,-15.2491063950057,-50,2.7409232621752
1.88188188188188,-9.68004894097879,-49.7691499353726,-15.5507688129092,-50,2.75399182952273
1.88588588588589,-9.42304877618668,-49.7227139184998,-15.8542035704999,-50,2.76706721135348
1.88988988988989,-9.16858429355971,-49.6720246515,-16.1593559011071,-50,2.78014917778809
1.89389389389389,-8.91670750111266,-49.6170854296183,-16.4661705017476,-50,2.79323749883144
1.8978978978979,-8.66746988252452,-49.5579005922306,-16.7745915496421,-50,2.80633194437667
1.9019019019019,-8.42092237965616,-49.4944755235703,-17.0845627189714,-50,2.81943228420925
1.90590590590591,-8.17711537524565,-49.4268166530453,-17.3960271978636,-50,2.83253828801104
1.90990990990991,-7.93609867578991,-49.3549314551449,-17.7089277056056,-50,2.84564972536431
1.91391391391391,-7.69792149462115,-49.2788284489349,-18.0232065100713,-50,2.8587663657558
1.91791791791792,-7.4626324351863,-49.1985171971415,-18.3388054453584,-50,2.87188797858076
1.92192192192192,-7.23027947453777,-49.1140083048222,-18.6556659296266,-50,2.88501433314706
1.92592592592593,-7.00090994704374,-49.0253134176253,-18.9737289831275,-50,2.89814519867917
1.92992992992993,-6.77457052832597,-48.9324452196362,-19.2929352464208,-50,2.91128034432225
1.93393393393393,-6.55130721943299,-48.835417430812,-19.613224998766,-50,2.92441953914625
1.93793793793794,-6.33116533125663,-48.7342448040052,-19.9345381766824,-50,2.93756255214988
1.94194194194194,-6.1141894691996,-48.6289431215762,-20.2568143926688,-50,2.95070915226477
1.94594594594595,-5.90042351810129,-48.5195291915961,-20.579992954075,-50,2.96385910835944
1.94994994994995,-5.68991062743,-48.4060208436416,-20.9040128821141,-50,2.97701218924345
1.95395395395395,-5.482693196748,-48.2884369241824,-21.2288129310104,-50,2.99016816367139
1.95795795795796,-5.27881286145726,-48.1667972915639,-21.5543316072707,-50,3.003326800347
1.96196196196196,-5.07831047883257,-48.0411228105863,-21.8805071890724,-50,3.01648786792719
1.96596596596597,-4.88122611434892,-47.9114353466823,-22.2072777457577,-50,3.02965113502617
1.96996996996997,-4.68759902830977,-47.7777577596962,-22.5345811574263,-50,3.04281637021945
1.97397397397397,-4.49746766278307,-47.6401138972668,-22.8623551346169,-50,3.05598334204794
1.97797797797798,-4.31086962885094,-47.4985285878169,-23.1905372380674,-50,3.06915181902203
1.98198198198198,-4.12784169417959,-47.3530276331521,-23.5190648985463,-50,3.08232156962564
1.98598598598599,-3.94841977091534,-47.2036378006728,-23.8478754367445,-50,3.09549236232031
1.98998998998999,-3.77263890391272,-47.0503868152024,-24.1769060832192,-50,3.10866396554925
1.99399399399399,-3.60053325929993,-46.8933033504353,-24.5060939983801,-50,3.12183614774141
1.997997997998,-3.4321361133879,-46.7324170200091,-24.8353762925081,-50,3.13500867731558
2.002002002002,-3.26747984192746,-46.5677583682048,-25.1646900457979,-50,3.14818132268442
