time,kinetic_energy,potential_energy,total_energy,L_1,L_2,L_3,P_1,P_2,P_3,energy_increment,external_power,external_work,power_balance,angmom_increment_1,angmom_increment_2,angmom_increment_3,linmom_increment_1,linmom_increment_2,linmom_increment_3,center_of_mass_1,center_of_mass_2,center_of_mass_3,center_of_mass_difference_1,center_of_mass_difference_2,center_of_mass_difference_3
11.9,602.656879902764,3.49344076291048,606.150320665675,-0.0555822262935999,524.671105292611,274.488892743562,50.0000000000012,-2.77555756156289e-14,8.81517081552374e-14,6.79900580280446e-13,0,0,6.79900580280446e-13,2.04281036531029e-14,5.6843418860808e-13,1.13686837721616e-13,8.5265128291212e-14,3.77475828372553e-15,8.88178419700125e-16,50.0000000000005,-1.73194791841524e-14,4.00000000000001,5.25801624462474e-13,1.73194791841524e-14,7.105427357601e-15
12,602.402939589192,3.74738107648327,606.150320665676,-0.0555822262935795,524.671105292612,274.488892743562,50.0000000000013,-3.15303338993544e-14,8.90398865749376e-14,5.06261699229071e-14,0,0,5.06261699229071e-14,2.8199664825479e-14,6.82121026329696e-13,3.41060513164848e-13,2.1316282072803e-14,0,1.75415237890775e-14,50.5000000000005,-1.74082970261225e-14,4.00000000000001,5.40012479177676e-13,1.74082970261225e-14,7.105427357601e-15
12.1,602.272685350438,3.877635315238,606.150320665676,-0.0555822262936077,524.671105292613,274.488892743562,50.0000000000013,-3.15303338993544e-14,7.14983627858601e-14,7.37632177560954e-13,0,0,7.37632177560954e-13,1.4210854715202e-14,2.27373675443232e-13,5.6843418860808e-13,5.6843418860808e-14,4.10782519111308e-15,2.1538326677728e-14,51.0000000000006,-1.78079773149875e-14,4.00000000000001,5.54223333892878e-13,1.78079773149875e-14,8.88178419700125e-15
12.2,602.33412381134,3.81619685433609,606.150320665676,-0.0555822262935934,524.671105292612,274.488892743562,50.0000000000013,-2.74225087082414e-14,9.30366894635881e-14,8.5220719370227e-13,0,0,8.5220719370227e-13,2.06501482580279e-14,3.41060513164848e-13,2.8421709430404e-13,9.2370555648813e-14,2.55351295663786e-15,9.10382880192628e-15,51.5000000000006,-1.82076576038526e-14,4.00000000000001,5.6843418860808e-13,1.82076576038526e-14,8.88178419700125e-15
12.3,602.622651562005,3.52766910367214,606.150320665677,-0.0555822262936141,524.671105292613,274.488892743562,50.0000000000014,-2.99760216648792e-14,8.39328606616618e-14,3.44169137633799e-13,0,0,3.44169137633799e-13,2.88657986402541e-15,0,1.13686837721616e-13,7.105427357601e-15,6.21724893790088e-15,6.66133814775094e-16,52.0000000000006,-1.84741111297626e-14,4.00000000000001,5.6843418860808e-13,1.84741111297626e-14,1.06581410364015e-14
12.4,603.001596680042,3.14872398563446,606.150320665677,-0.055582226293617,524.671105292613,274.488892743563,50.0000000000014,-2.37587727269783e-14,8.32667268468867e-14,3.80584452841504e-13,0,0,3.80584452841504e-13,1.17461596005342e-13,7.95807864051312e-13,7.95807864051312e-13,7.105427357601e-14,1.62092561595273e-14,6.16173778666962e-15,52.5000000000006,-1.86517468137026e-14,4.00000000000001,5.89750470680883e-13,1.86517468137026e-14,1.15463194561016e-14
12.5,603.242665907358,2.90765475831968,606.150320665677,-0.0555822262937344,524.671105292612,274.488892743563,50.0000000000014,-7.54951656745106e-15,8.94284646335564e-14,1.15463194561016e-13,0,0,1.15463194561016e-13,5.55111512312578e-15,1.13686837721616e-13,5.11590769747272e-13,0,3.71924713249427e-15,2.3037127760972e-15,53.0000000000006,-1.89182003396127e-14,4.00000000000001,6.03961325396085e-13,1.89182003396127e-14,1.15463194561016e-14
12.6,603.157882360486,2.99243830519113,606.150320665677,-0.05558222629374,524.671105292612,274.488892743563,50.0000000000014,-1.12687636999453e-14,8.71247518574592e-14,1.35447209004269e-13,0,0,1.35447209004269e-13,3.99680288865056e-14,9.09494701772928e-13,3.97903932025656e-13,0,6.7168492989822e-15,1.51267887105178e-14,53.5000000000006,-1.88293824976427e-14,4.00000000000001,6.11066752753686e-13,1.88293824976427e-14,1.24344978758018e-14
12.7,602.898890930319,3.25142973535876,606.150320665678,-0.0555822262937,524.671105292613,274.488892743562,50.0000000000014,-1.79856129989275e-14,7.19979631469414e-14,2.09166017839379e-13,0,0,2.09166017839379e-13,6.55031584528842e-15,4.54747350886464e-13,1.13686837721616e-13,4.9737991503207e-14,3.44169137633799e-15,9.49240686054509e-15,54.0000000000006,-1.89182003396127e-14,4.00000000000001,6.25277607468888e-13,1.89182003396127e-14,1.33226762955019e-14
12.8,602.797825020243,3.35249564543513,606.150320665678,-0.0555822262937066,524.671105292613,274.488892743562,50.0000000000013,-2.14273043752655e-14,6.25055562863963e-14,6.15507644852187e-13,0,0,6.15507644852187e-13,7.66053886991358e-15,3.41060513164848e-13,5.6843418860808e-14,3.5527136788005e-14,3.33066907387547e-15,2.99760216648792e-15,54.5000000000006,-1.90958360235527e-14,4.00000000000001,6.46593889541691e-13,1.90958360235527e-14,1.4210854715202e-14
12.9,602.732941546295,3.41737911938322,606.150320665678,-0.0555822262936989,524.671105292614,274.488892743562,50.0000000000013,-2.4757973449141e-14,5.95079541199084e-14,1.07469588783715e-13,0,0,1.07469588783715e-13,1.34336985979644e-14,1.02318153949454e-12,2.8421709430404e-13,5.6843418860808e-14,4.10782519111308e-15,1.36557432028894e-14,55.0000000000006,-1.94955163124177e-14,4.00000000000001,6.46593889541691e-13,1.94955163124177e-14,1.4210854715202e-14
13,602.620126273532,3.5301943921461,606.150320665678,-0.0555822262936855,524.671105292615,274.488892743562,50.0000000000014,-2.88657986402541e-14,4.5852210917019e-14,2.06057393370429e-13,0,0,2.06057393370429e-13,5.02098362886727e-14,1.13686837721616e-13,5.6843418860808e-14,2.8421709430404e-14,2.22044604925031e-15,3.33066907387547e-16,55.5000000000007,-1.97175609173428e-14,4.00000000000002,6.67910171614494e-13,1.97175609173428e-14,1.59872115546023e-14
13.1,602.702001861692,3.44831880398646,606.150320665678,-0.0555822262936353,524.671105292615,274.488892743562,50.0000000000014,-2.66453525910038e-14,4.61852778244065e-14,1.78523862359725e-12,0,0,1.78523862359725e-12,6.57807142090405e-15,1.25055521493778e-12,5.11590769747272e-13,2.55795384873636e-13,5.55111512312578e-15,7.32747196252603e-15,56.0000000000007,-2.00284233642378e-14,4.00000000000002,6.82121026329696e-13,2.00284233642378e-14,1.59872115546023e-14
13.2,603.006810004778,3.14351066090258,606.15032066568,-0.0555822262936418,524.671105292616,274.488892743562,50.0000000000016,-2.1094237467878e-14,3.88578058618805e-14,9.52127265918534e-13,0,0,9.52127265918534e-13,1.88737914186277e-14,7.95807864051312e-13,5.11590769747272e-13,1.13686837721616e-13,2.66453525910038e-15,7.7715611723761e-15,56.5000000000007,-2.02060590481778e-14,4.00000000000002,6.96331881044898e-13,2.02060590481778e-14,1.68753899743024e-14
13.3,603.39293283176,2.75738783392137,606.150320665681,-0.0555822262936607,524.671105292617,274.488892743563,50.0000000000017,-1.84297022087776e-14,4.66293670342566e-14,3.90354415458205e-13,0,0,3.90354415458205e-13,1.29896093881143e-14,2.27373675443232e-13,5.6843418860808e-14,4.9737991503207e-14,4.44089209850063e-16,5.32907051820075e-15,57.0000000000007,-2.06501482580279e-14,4.00000000000002,7.17648163117701e-13,2.06501482580279e-14,1.68753899743024e-14
13.4,603.752594403381,2.39772626230051,606.150320665682,-0.0555822262936477,524.671105292617,274.488892743563,50.0000000000018,-1.88737914186277e-14,4.13002965160558e-14,5.76871883595231e-13,0,0,5.76871883595231e-13,1.56541446472147e-14,1.13686837721616e-13,2.8421709430404e-13,8.5265128291212e-14,6.66133814775094e-16,7.105427357601e-15,57.5000000000007,-2.06501482580279e-14,4.00000000000002,7.38964445190504e-13,2.06501482580279e-14,1.77635683940025e-14
13.5,604.016599461915,2.13372120376681,606.150320665682,-0.0555822262936634,524.671105292616,274.488892743563,50.0000000000019,-1.95399252334028e-14,4.84057238736568e-14,9.72555369571637e-14,0,0,9.72555369571637e-14,5.55111512312578e-15,6.82121026329696e-13,1.13686837721616e-13,9.2370555648813e-14,8.88178419700125e-16,3.99680288865056e-15,58.0000000000008,-2.08832950931992e-14,4.00000000000002,7.53175299905706e-13,2.08832950931992e-14,1.77635683940025e-14
13.6,604.083449042377,2.06687162330532,606.150320665682,-0.0555822262936578,524.671105292617,274.488892743563,50.0000000000018,-1.86517468137026e-14,4.44089209850063e-14,6.3771210534469e-13,0,0,6.3771210534469e-13,2.19824158875781e-14,3.41060513164848e-13,1.70530256582424e-13,5.6843418860808e-14,4.66293670342566e-15,1.63202784619898e-14,58.5000000000008,-2.10664818922623e-14,4.00000000000002,7.74491581978509e-13,2.10664818922623e-14,1.86517468137026e-14
13.7,603.784063081096,2.36625758458686,606.150320665683,-0.0555822262936798,524.671105292617,274.488892743563,50.0000000000018,-2.33146835171283e-14,6.07291994469961e-14,1.13287157432751e-12,0,0,1.13287157432751e-12,3.19744231092045e-14,6.82121026329696e-13,2.27373675443232e-13,9.2370555648813e-14,1.66533453693773e-15,1.85407245112401e-14,59.0000000000008,-2.12920393122262e-14,4.00000000000002,7.8159700933611e-13,2.12920393122262e-14,1.95399252334028e-14
13.8,603.240429206638,2.90989145904623,606.150320665684,-0.0555822262937118,524.671105292616,274.488892743563,50.0000000000019,-2.16493489801906e-14,7.92699239582362e-14,6.67466082404644e-13,0,0,6.67466082404644e-13,1.3988810110277e-14,9.09494701772928e-13,1.70530256582424e-13,1.56319401867222e-13,1.9151347174784e-15,1.18793863634892e-14,59.5000000000008,-2.15050199869893e-14,4.00000000000002,8.10018718766514e-13,2.15050199869893e-14,1.95399252334028e-14
13.9,602.739567094566,3.41075357111724,606.150320665683,-0.0555822262936978,524.671105292615,274.488892743563,50.0000000000018,-2.35644836976689e-14,9.11493103217254e-14,8.85069795231175e-13,0,0,8.85069795231175e-13,8.88178419700125e-15,7.95807864051312e-13,1.13686837721616e-13,3.5527136788005e-14,1.87350135405495e-15,1.69655955950532e-14,60.0000000000008,-2.17270645919143e-14,4.00000000000002,8.31335000839317e-13,2.17270645919143e-14,1.95399252334028e-14
14,602.195896795364,3.95442387032053,606.150320665684,-0.0555822262937067,524.671105292614,274.488892743563,50.0000000000018,-2.54379850517239e-14,1.08114905916779e-13,2.22932783344731e-13,0,0,2.22932783344731e-13,5.32907051820075e-15,2.27373675443232e-13,0,0,1.65145674912992e-15,1.18446918939696e-14,60.5000000000008,-2.19602114270856e-14,4.00000000000002,8.38440428196918e-13,2.19602114270856e-14,2.04281036531029e-14
14.1,601.565716533037,4.58460413264698,606.150320665684,-0.0555822262937014,524.671105292614,274.488892743563,50.0000000000018,-2.70894418008538e-14,1.19959597810748e-13,7.31859017832903e-13,0,0,7.31859017832903e-13,5.55111512312578e-16,7.95807864051312e-13,1.13686837721616e-13,1.70530256582424e-13,1.88737914186277e-15,2.16493489801906e-15,61.0000000000009,-2.21822560320106e-14,4.00000000000002,8.66862137627322e-13,2.21822560320106e-14,2.22044604925031e-14
14.2,601.36921489361,4.7811057720748,606.150320665685,-0.0555822262937019,524.671105292615,274.488892743563,50.000000000002,-2.89768209427166e-14,1.17794662912729e-13,6.93667345785798e-13,0,0,6.93667345785798e-13,1.14352971536391e-14,1.36424205265939e-12,5.6843418860808e-14,5.6843418860808e-14,2.22044604925031e-16,2.44249065417534e-15,61.5000000000009,-2.25486296301369e-14,4.00000000000002,8.73967564984923e-13,2.25486296301369e-14,2.30926389122033e-14
14.3,601.764869284538,4.38545138114642,606.150320665684,-0.0555822262937133,524.671105292614,274.488892743563,50.0000000000019,-2.87547763377916e-14,1.20237153566904e-13,4.44977388269763e-13,0,0,4.44977388269763e-13,2.94209101525666e-15,3.41060513164848e-13,1.13686837721616e-13,1.56319401867222e-13,2.22044604925031e-16,8.99280649946377e-15,62.0000000000009,-2.27914909167737e-14,4.00000000000002,9.09494701772928e-13,2.27914909167737e-14,2.39808173319034e-14
14.4,602.451326249361,3.6989944163236,606.150320665685,-0.0555822262937104,524.671105292613,274.488892743563,50.0000000000018,-2.89768209427166e-14,1.29229960066368e-13,2.52686760404686e-13,0,0,2.52686760404686e-13,8.72912853111529e-15,1.13686837721616e-12,1.13686837721616e-13,4.2632564145606e-14,4.10782519111308e-15,2.48689957516035e-14,62.5000000000009,-2.30926389122033e-14,4.00000000000003,9.09494701772928e-13,2.30926389122033e-14,2.66453525910038e-14
14.5,603.26715925577,2.88316140991414,606.150320665684,-0.0555822262937191,524.671105292614,274.488892743564,50.0000000000017,-2.48689957516035e-14,1.04360964314765e-13,4.04565270173407e-13,0,0,4.04565270173407e-13,1.01307850997046e-15,1.36424205265939e-12,6.82121026329696e-13,7.105427357601e-14,2.44249065417534e-15,6.43929354282591e-15,63.0000000000009,-2.34035013590983e-14,4.00000000000003,9.30810983845731e-13,2.34035013590983e-14,2.66453525910038e-14
14.6,603.962765835379,2.18755483030608,606.150320665685,-0.0555822262937181,524.671105292616,274.488892743564,50.0000000000018,-2.24265050974282e-14,9.79216707719388e-14,1.20969900763157e-12,0,0,1.20969900763157e-12,5.6621374255883e-14,0,4.54747350886464e-13,1.77635683940025e-13,5.77315972805081e-15,8.88178419700125e-15,63.500000000001,-2.36255459640233e-14,4.00000000000003,9.52127265918534e-13,2.36255459640233e-14,2.8421709430404e-14
14.7,604.288125829984,1.86219483570191,606.150320665686,-0.0555822262936615,524.671105292616,274.488892743564,50.000000000002,-2.8199664825479e-14,1.0680345496894e-13,1.12798659301916e-13,0,0,1.12798659301916e-13,5.02931030155196e-14,3.41060513164848e-13,2.8421709430404e-13,1.4210854715202e-14,2.88657986402541e-15,4.44089209850063e-15,64.000000000001,-2.38697950294409e-14,4.00000000000003,9.66338120633736e-13,2.38697950294409e-14,2.93098878501041e-14
14.8,604.196530390466,1.95379027521975,606.150320665686,-0.0555822262937118,524.671105292616,274.488892743564,50.000000000002,-2.53130849614536e-14,1.11244347067441e-13,6.15951734062037e-13,0,0,6.15951734062037e-13,3.30846461338297e-14,4.54747350886464e-13,5.6843418860808e-13,4.9737991503207e-14,5.10702591327572e-15,1.11022302462516e-14,64.500000000001,-2.42028619368284e-14,4.00000000000003,9.80548975348938e-13,2.42028619368284e-14,2.93098878501041e-14
14.9,603.809355194711,2.34096547097553,606.150320665687,-0.0555822262936787,524.671105292616,274.488892743564,50.000000000002,-3.04201108747293e-14,1.00142116821189e-13,7.23865412055602e-14,0,0,7.23865412055602e-14,9.99200722162641e-15,7.95807864051312e-13,5.6843418860808e-14,7.105427357601e-15,4.66293670342566e-15,1.88737914186277e-15,65.000000000001,-2.44693154627385e-14,4.00000000000003,9.9475983006414e-13,2.44693154627385e-14,3.10862446895044e-14
15,603.376783472831,2.7735371928557,606.150320665687,-0.0555822262936887,524.671105292616,274.488892743564,50.000000000002,-2.57571741713036e-14,9.82547376793264e-14,0,0,0,0,0,0,0,0,0,0,65.500000000001,-2.46469511466785e-14,4.00000000000003,1.02318153949454e-12,2.46469511466785e-14,3.19744231092045e-14
