time,total_energy,energy_increment,external_power,dissipated_energy,power_balance
0.251,0.030741317508826,-0.000197208832802262,-0,0.000199148713063238,1.15196480826585e-17
0.252,0.0305441086760237,-0.000196735786889803,-0,0.000197208832802273,-1.24683249835833e-17
0.253,0.0303473728891339,-0.000197723083171886,-0,0.000196735786889791,-9.59518922649671e-18
0.254,0.030149649805962,-0.000200355713608387,-0,0.000197723083171877,0
0.255,0.0299492940923536,-0.000204519908008675,-0,0.000200355713608387,1.44740990026815e-17
0.256,0.029744774184345,-0.000210058444784902,-0,0.00020451990800869,2.57498015965307e-18
0.257,0.0295347157395601,-0.000216930805044806,-0,0.000210058444784905,-4.49943901581484e-18
0.258,0.0293177849345153,-0.000224760493898926,-0,0.000216930805044801,4.85180472187263e-18
0.259,0.0290930244406163,-0.000233347473386068,-0,0.000224760493898931,-7.23704950134074e-18
0.26,0.0288596769672303,-0.000242422892908364,-0,0.000233347473386061,2.65629532258949e-18
0.261,0.0286172540743219,-0.000251514660689071,-0,0.000242422892908367,1.46367293285543e-18
0.262,0.0283657394136328,-0.000260425992030928,-0,0.000251514660689072,-8.13151629364128e-18
0.263,0.0281053134216019,-0.000268743425121374,-0,0.00026042599203092,3.03576608295941e-18
0.264,0.0278365699964805,-0.000276118054919634,-0,0.000268743425121377,-6.93889390390723e-18
0.265,0.0275604519415609,-0.000282412099083265,-0,0.000276118054919627,6.45100292628875e-18
0.266,0.0272780398424776,-0.000287279247033728,-0,0.000282412099083272,-1.51788304147971e-17
0.267,0.0269907605954439,-0.000290652884162801,-0,0.000287279247033713,1.05709711817337e-17
0.268,0.0267001077112811,-0.000292523754945789,-0,0.000290652884162811,1.40946282423116e-18
0.269,0.0264075839563353,-0.000292778234856801,-0,0.000292523754945791,-6.1257422745431e-18
0.27,0.0261148057214785,-0.000291650529242536,-0,0.000292778234856795,1.78893358460108e-18
0.271,0.025823155192236,-0.000289224393635629,-0,0.000291650529242538,2.38524477946811e-18
0.272,0.0255339307986003,-0.000285654556905039,-0,0.000289224393635631,-1.11672823766007e-17
0.273,0.0252482762416953,-0.000281319465436042,-0,0.000285654556905028,5.908901840046e-18
0.274,0.0249669567762593,-0.000276347219851078,-0,0.000281319465436048,5.4752209710518e-18
0.275,0.0246906095564082,-0.000271101704417662,-0,0.000276347219851083,-5.0415401020576e-18
0.276,0.0244195078519905,-0.000265924326657799,-0,0.000271101704417657,-3.57786716920216e-18
0.277,0.0241535835253327,-0.000260988409268803,-0,0.000265924326657795,1.07336015076065e-17
0.278,0.0238925951160639,-0.000256709715726843,-0,0.000260988409268814,-9.05308814025396e-18
0.279,0.0236358854003371,-0.000253278612089392,-0,0.000256709715726834,-8.99887803162969e-18
0.28,0.0233826067882477,-0.000250844104319303,-0,0.000253278612089383,4.98732999343332e-18
0.281,0.0231317626839284,-0.000249675435678151,-0,0.000250844104319308,-2.22261445359528e-18
0.282,0.0228820872482502,-0.000249702351390942,-0,0.000249675435678149,-1.51788304147971e-18
0.283,0.0226323848968593,-0.000250979725900751,-0,0.00024970235139094,1.66967134562768e-17
0.284,0.0223814051709585,-0.00025348211670485,-0,0.000250979725900768,3.06829214813398e-17
0.285,0.0221279230542537,-0.000256936759042082,-0,0.000253482116704881,-2.05998412772246e-18
0.286,0.0218709862952116,-0.000261287934698751,-0,0.00025693675904208,-4.93311988480905e-18
0.287,0.0216096983605129,-0.000266239623617482,-0,0.000261287934698746,3.8218126580114e-17
0.288,0.0213434587368954,-0.000271487191204334,-0,0.00026623962361752,-2.10335221462188e-17
0.289,0.021071971545691,-0.000276876557889126,-0,0.000271487191204313,6.50521303491303e-19
